=============================
Job ID:       599228
Array Task:   12
Node:         evc20
GPU:          0
Start time:   Tue Apr 28 15:19:11 EDT 2026
=============================
Running: PCP HetNet r=1.5 s=3/i=3 --discrete
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6789 reward_min=-1.0604 reward_max=-0.3691
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6788 reward_min=-1.0612 reward_max=-0.3701
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8027 reward_min=-1.3920 reward_max=-0.3838
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7251 reward_global_std=0.1695
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6847 reward_min=-1.0407 reward_max=-0.4300
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6846 reward_min=-1.0397 reward_max=-0.4290
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6846 reward_min=-1.0379 reward_max=-0.4281
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8112 reward_min=-1.3840 reward_max=-0.4351
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7322 reward_global_std=0.1683
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6707 reward_min=-1.0588 reward_max=-0.4027
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6705 reward_min=-1.0570 reward_max=-0.4024
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6704 reward_min=-1.0557 reward_max=-0.4015
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8015 reward_min=-1.3771 reward_max=-0.3855
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7213 reward_global_std=0.1662
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6690 reward_min=-0.9664 reward_max=-0.3533
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6689 reward_min=-0.9670 reward_max=-0.3527
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6688 reward_min=-0.9681 reward_max=-0.3523
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7857 reward_min=-1.3453 reward_max=-0.3597
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7090 reward_global_std=0.1688
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6752 reward_min=-1.0152 reward_max=-0.3812
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6753 reward_min=-1.0139 reward_max=-0.3812
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6751 reward_min=-1.0130 reward_max=-0.3816
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7834 reward_min=-1.2695 reward_max=-0.3171
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7120 reward_global_std=0.1637
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6782 reward_min=-1.0693 reward_max=-0.3376
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6781 reward_min=-1.0683 reward_max=-0.3377
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6783 reward_min=-1.0666 reward_max=-0.3383
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7969 reward_min=-1.5029 reward_max=-0.3340
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7214 reward_global_std=0.1678
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6764 reward_min=-1.0053 reward_max=-0.4323
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6762 reward_min=-1.0057 reward_max=-0.4313
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6761 reward_min=-1.0065 reward_max=-0.4301
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7956 reward_min=-1.3247 reward_max=-0.3296
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7186 reward_global_std=0.1616
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6903 reward_min=-1.0386 reward_max=-0.4149
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6903 reward_min=-1.0369 reward_max=-0.4147
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6901 reward_min=-1.0357 reward_max=-0.4148
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8126 reward_min=-1.4057 reward_max=-0.3812
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7356 reward_global_std=0.1752
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6654 reward_min=-1.0523 reward_max=-0.3849
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6653 reward_min=-1.0526 reward_max=-0.3842
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6651 reward_min=-1.0532 reward_max=-0.3846
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7789 reward_min=-1.3568 reward_max=-0.2575
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7018 reward_global_std=0.1652
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6702 reward_min=-0.9984 reward_max=-0.4096
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6701 reward_min=-0.9973 reward_max=-0.4090
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6702 reward_min=-0.9961 reward_max=-0.4083
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7838 reward_min=-1.3997 reward_max=-0.3845
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7094 reward_global_std=0.1653
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6765 reward_min=-1.0461 reward_max=-0.3666
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6763 reward_min=-1.0462 reward_max=-0.3665
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6762 reward_min=-1.0470 reward_max=-0.3666
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7943 reward_min=-1.5432 reward_max=-0.3781
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7174 reward_global_std=0.1740
[HetNet] iter=800/1500 steps=204800/384000 | pi_s=-0.0000 pi_i=-0.0000 v=148.1548 ent_s=1.609 ent_i=1.606 ret=-57.014 ev_s_post=0.061 ev_i_post=0.064 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6687 reward_min=-0.9913 reward_max=-0.2817
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6687 reward_min=-0.9912 reward_max=-0.2822
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6686 reward_min=-0.9907 reward_max=-0.2823
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8091 reward_min=-1.2858 reward_max=-0.3428
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7198 reward_global_std=0.1670
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6829 reward_min=-1.0324 reward_max=-0.3290
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6828 reward_min=-1.0312 reward_max=-0.3290
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6827 reward_min=-1.0306 reward_max=-0.3290
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8090 reward_min=-1.3318 reward_max=-0.3516
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7272 reward_global_std=0.1738
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6769 reward_min=-1.0840 reward_max=-0.2153
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6769 reward_min=-1.0846 reward_max=-0.2158
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6768 reward_min=-1.0861 reward_max=-0.2162
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8166 reward_min=-1.5193 reward_max=-0.3537
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7332 reward_global_std=0.1839
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6778 reward_min=-1.0593 reward_max=-0.3278
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6777 reward_min=-1.0576 reward_max=-0.3275
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6777 reward_min=-1.0557 reward_max=-0.3265
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8191 reward_min=-1.3498 reward_max=-0.3450
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7343 reward_global_std=0.1764
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6882 reward_min=-0.9731 reward_max=-0.3869
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6881 reward_min=-0.9740 reward_max=-0.3875
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6881 reward_min=-0.9761 reward_max=-0.3879
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8211 reward_min=-1.4208 reward_max=-0.3859
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7385 reward_global_std=0.1774
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6790 reward_min=-0.9969 reward_max=-0.3513
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6790 reward_min=-0.9966 reward_max=-0.3518
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6790 reward_min=-0.9968 reward_max=-0.3522
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8073 reward_min=-1.3617 reward_max=-0.3609
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7266 reward_global_std=0.1718
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6653 reward_min=-1.0087 reward_max=-0.3773
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6650 reward_min=-1.0081 reward_max=-0.3768
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6649 reward_min=-1.0073 reward_max=-0.3764
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7818 reward_min=-1.2903 reward_max=-0.3477
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7042 reward_global_std=0.1640
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6675 reward_min=-1.1260 reward_max=-0.3815
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6675 reward_min=-1.1249 reward_max=-0.3817
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6676 reward_min=-1.1237 reward_max=-0.3813
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7764 reward_min=-1.3136 reward_max=-0.2759
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7019 reward_global_std=0.1534
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6757 reward_min=-1.0519 reward_max=-0.3723
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.0516 reward_max=-0.3720
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6755 reward_min=-1.0512 reward_max=-0.3717
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8283 reward_min=-1.4695 reward_max=-0.3114
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7360 reward_global_std=0.1768
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6881 reward_min=-1.1242 reward_max=-0.3551
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6880 reward_min=-1.1238 reward_max=-0.3548
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6880 reward_min=-1.1234 reward_max=-0.3545
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8148 reward_min=-1.3959 reward_max=-0.3575
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7364 reward_global_std=0.1766
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6769 reward_min=-1.0320 reward_max=-0.3491
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6768 reward_min=-1.0318 reward_max=-0.3487
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6768 reward_min=-1.0315 reward_max=-0.3487
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7958 reward_min=-1.3815 reward_max=-0.3458
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7177 reward_global_std=0.1685
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6727 reward_min=-0.9595 reward_max=-0.3561
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6728 reward_min=-0.9598 reward_max=-0.3567
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6728 reward_min=-0.9615 reward_max=-0.3575
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7933 reward_min=-1.3847 reward_max=-0.3918
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7153 reward_global_std=0.1681
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6781 reward_min=-1.1099 reward_max=-0.3967
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6780 reward_min=-1.1097 reward_max=-0.3961
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6781 reward_min=-1.1091 reward_max=-0.3954
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7875 reward_min=-1.3404 reward_max=-0.3447
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7142 reward_global_std=0.1641
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6806 reward_min=-1.0600 reward_max=-0.3698
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6806 reward_min=-1.0594 reward_max=-0.3696
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6808 reward_min=-1.0587 reward_max=-0.3698
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8047 reward_min=-1.3688 reward_max=-0.2852
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7277 reward_global_std=0.1764
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6855 reward_min=-1.0396 reward_max=-0.3967
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6855 reward_min=-1.0383 reward_max=-0.3970
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6855 reward_min=-1.0370 reward_max=-0.3971
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8164 reward_min=-1.5054 reward_max=-0.3878
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7335 reward_global_std=0.1802
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6696 reward_min=-0.9528 reward_max=-0.3812
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6696 reward_min=-0.9523 reward_max=-0.3807
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6696 reward_min=-0.9512 reward_max=-0.3801
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8096 reward_min=-1.3963 reward_max=-0.4211
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7213 reward_global_std=0.1694
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6651 reward_min=-1.0921 reward_max=-0.4026
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6650 reward_min=-1.0936 reward_max=-0.4042
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6646 reward_min=-1.0952 reward_max=-0.3705
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7916 reward_min=-1.4378 reward_max=-0.3356
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7061 reward_global_std=0.1640
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6680 reward_min=-1.1041 reward_max=-0.3879
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6681 reward_min=-1.1029 reward_max=-0.3873
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6678 reward_min=-1.1012 reward_max=-0.3861
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7854 reward_min=-1.3398 reward_max=-0.3814
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7089 reward_global_std=0.1618
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6759 reward_min=-1.0028 reward_max=-0.3487
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6759 reward_min=-1.0039 reward_max=-0.3482
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6757 reward_min=-1.0048 reward_max=-0.3480
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8071 reward_min=-1.3309 reward_max=-0.3364
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7249 reward_global_std=0.1716
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6847 reward_min=-1.1064 reward_max=-0.3839
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6846 reward_min=-1.1068 reward_max=-0.3829
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6843 reward_min=-1.1076 reward_max=-0.3813
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8209 reward_min=-1.4009 reward_max=-0.3741
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7338 reward_global_std=0.1791
[HetNet] iter=820/1500 steps=209920/384000 | pi_s=-0.0000 pi_i=-0.0000 v=150.9732 ent_s=1.608 ent_i=1.601 ret=-58.276 ev_s_post=0.060 ev_i_post=0.060 r_s=1.000 r_i=1.000 
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6794 reward_min=-1.0598 reward_max=-0.3952
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6793 reward_min=-1.0613 reward_max=-0.3950
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6792 reward_min=-1.0624 reward_max=-0.3949
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7922 reward_min=-1.4817 reward_max=-0.3093
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7179 reward_global_std=0.1665
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6764 reward_min=-1.0559 reward_max=-0.4234
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6763 reward_min=-1.0559 reward_max=-0.4232
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6764 reward_min=-1.0569 reward_max=-0.4237
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7762 reward_min=-1.4246 reward_max=-0.3302
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7074 reward_global_std=0.1602
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6709 reward_min=-1.0719 reward_max=-0.3647
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6706 reward_min=-1.0729 reward_max=-0.3649
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6706 reward_min=-1.0745 reward_max=-0.3657
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7966 reward_min=-1.4458 reward_max=-0.3819
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7166 reward_global_std=0.1658
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6747 reward_min=-1.0108 reward_max=-0.4308
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6745 reward_min=-1.0122 reward_max=-0.4310
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6744 reward_min=-1.0137 reward_max=-0.4315
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7693 reward_min=-1.3943 reward_max=-0.3766
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7037 reward_global_std=0.1666
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6722 reward_min=-1.0220 reward_max=-0.3644
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6721 reward_min=-1.0216 reward_max=-0.3644
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6720 reward_min=-1.0216 reward_max=-0.3651
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7862 reward_min=-1.2749 reward_max=-0.3842
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7114 reward_global_std=0.1558
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6738 reward_min=-1.0440 reward_max=-0.3853
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6738 reward_min=-1.0431 reward_max=-0.3856
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6738 reward_min=-1.0420 reward_max=-0.3862
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7861 reward_min=-1.3673 reward_max=-0.3465
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7156 reward_global_std=0.1694
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6845 reward_min=-0.9807 reward_max=-0.4020
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6844 reward_min=-0.9831 reward_max=-0.4013
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6843 reward_min=-0.9848 reward_max=-0.3994
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8067 reward_min=-1.3623 reward_max=-0.3475
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7323 reward_global_std=0.1746
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6899 reward_min=-1.1353 reward_max=-0.3525
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6897 reward_min=-1.1352 reward_max=-0.3526
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6896 reward_min=-1.0856 reward_max=-0.3531
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7913 reward_min=-1.4418 reward_max=-0.4134
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7245 reward_global_std=0.1766
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6712 reward_min=-1.0234 reward_max=-0.3841
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6712 reward_min=-1.0250 reward_max=-0.3837
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6711 reward_min=-1.0266 reward_max=-0.3836
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7587 reward_min=-1.3681 reward_max=1.2493
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.6966 reward_global_std=0.1933
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6816 reward_min=-1.0755 reward_max=-0.4432
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6816 reward_min=-1.0741 reward_max=-0.4431
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6815 reward_min=-1.0715 reward_max=-0.4425
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8062 reward_min=-1.3333 reward_max=-0.3726
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7244 reward_global_std=0.1691
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6799 reward_min=-0.9847 reward_max=-0.3619
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6799 reward_min=-0.9861 reward_max=-0.3614
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6799 reward_min=-0.9876 reward_max=-0.3611
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8096 reward_min=-1.3655 reward_max=-0.3502
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7303 reward_global_std=0.1755
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6810 reward_min=-1.0235 reward_max=-0.2960
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6810 reward_min=-1.0237 reward_max=-0.2956
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6809 reward_min=-1.0247 reward_max=-0.2957
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8101 reward_min=-1.3420 reward_max=-0.2893
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7296 reward_global_std=0.1705
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6694 reward_min=-1.1321 reward_max=-0.4144
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6691 reward_min=-1.1322 reward_max=-0.4140
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6690 reward_min=-1.1321 reward_max=-0.4136
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7861 reward_min=-1.4670 reward_max=-0.3468
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7086 reward_global_std=0.1648
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6676 reward_min=-1.0478 reward_max=-0.3757
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6675 reward_min=-1.0480 reward_max=-0.3762
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6674 reward_min=-1.0482 reward_max=-0.3773
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7972 reward_min=-1.4039 reward_max=-0.3228
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7178 reward_global_std=0.1713
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6871 reward_min=-1.0903 reward_max=-0.3964
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6871 reward_min=-1.0894 reward_max=-0.3965
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6872 reward_min=-1.0879 reward_max=-0.3969
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.8036 reward_min=-1.4245 reward_max=-0.3226
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7318 reward_global_std=0.1706
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6670 reward_min=-1.0289 reward_max=-0.4225
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6669 reward_min=-1.0290 reward_max=-0.4217
  [DIAG] t=2 done_sum=0/256 reward_mean=-0.6668 reward_min=-1.0290 reward_max=-0.4209
  [DIAG] t=255 done_sum=0/256 reward_mean=-0.7978 reward_min=-1.3836 reward_max=-0.2931
  [ROLLOUT SUMMARY] total_dones=768 expected_80step_eps≈768 reward_global_mean=-0.7143 reward_global_std=0.1610
  [DIAG] t=0 done_sum=0/256 reward_mean=-0.6729 reward_min=-1.1086 reward_max=-0.2683
  [DIAG] t=1 done_sum=0/256 reward_mean=-0.6729 reward_min=-1.1076 reward_max=-0.2678
